index,accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,amenities__Wireless_Internet,amenities__Fire_Extinguisher,amenities__Laptop_Friendly_Workspace,amenities__Heating,amenities__Wheelchair_Accessible,amenities__Elevator_in_Building,amenities__Dog(s),amenities__Cat(s),amenities__Washer_/_Dryer,amenities__Smoking_Allowed,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Pool,amenities__Lock_on_Bedroom_Door,amenities__Smoke_Detector,amenities__Shampoo,amenities__Buzzer/Wireless_Intercom,amenities__Safety_Card,amenities__Breakfast,amenities__Other_pet(s),amenities__Indoor_Fireplace,amenities__Iron,amenities__Hair_Dryer,amenities__Gym,amenities__Family/Kid_Friendly,amenities__Internet,amenities__Hot_Tub,amenities__Washer,amenities__Dryer,amenities__Pets_Allowed,amenities__24-Hour_Check-in,amenities__Cable_TV,amenities__Air_Conditioning,amenities__Hangers,amenities__Doorman,amenities__Essentials,amenities__Carbon_Monoxide_Detector,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__TV,amenities__Kitchen,lbl_bed_type,lbl_cancellation_policy,lbl_has_availability,lbl_host_is_superhost,lbl_instant_bookable,lbl_property_type,lbl_room_type,index,price
4025,4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,1.0,Real Bed,2.0,1.0,1,strict,1,t,f,1.0,f,22.58657732,114.1960591,1125,7,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,4,3,0,0,0,9,0,4025,400.0
4026,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",22,1.0,Real Bed,1.0,1.0,1,moderate,1,t,t,1.0,f,22.60260276,114.1716805,15,24,Apartment,10.0,10.0,10.0,98.0,10.0,Private room,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,4,1,0,2,0,0,1,4026,80.0
4027,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",8,2.0,Real Bed,3.0,4.0,1,strict,2,t,f,1.0,f,22.58746731,114.1579152,1125,37,House,10.0,10.0,10.0,97.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,3,0,0,0,9,0,4027,200.0
4028,10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",17,3.0,Real Bed,4.0,6.0,4,strict,1,t,t,4.0,f,22.58722873,114.1972127,1125,9,House,10.0,10.0,10.0,98.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,3,0,2,0,9,0,4028,575.0
4029,16,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",27,3.0,Real Bed,6.0,7.0,2,strict,2,t,t,2.0,t,22.58995546,114.1907898,1125,38,House,10.0,10.0,10.0,97.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,4,3,0,2,1,9,0,4029,700.0
4030,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",10,1.0,Real Bed,1.0,2.0,3,strict,1,t,t,3.0,t,22.60100311,114.1822095,1125,46,Apartment,10.0,10.0,10.0,96.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,4,3,0,2,1,0,0,4030,189.0
4031,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials}",29,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.59455337,114.1722781,3,4,House,10.0,10.0,10.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4,0,0,0,0,9,1,4031,85.0
4032,4,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}",0,1.0,Airbed,1.0,4.0,1,flexible,1,t,f,1.0,f,22.59665209,114.1924741,1125,0,Apartment,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,4032,120.0
4033,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",30,1.5,Real Bed,1.0,1.0,1,strict,4,t,f,1.0,f,22.58917212,114.1934627,27,1,Loft,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,4,3,0,0,0,11,0,4033,450.0
4034,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",29,1.0,Real Bed,1.0,1.0,2,flexible,1,t,f,2.0,f,22.59051235,114.2034221,1125,2,House,10.0,10.0,8.0,80.0,8.0,Private room,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,4,0,0,0,0,9,1,4034,100.0
4035,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",19,1.0,Real Bed,1.0,1.0,1,strict,4,t,f,1.0,f,22.58582948,114.1959052,60,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,4035,149.0
4036,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",6,1.0,Real Bed,0.0,1.0,4,strict,1,t,f,4.0,f,22.59419577,114.1734324,1125,37,Loft,10.0,10.0,10.0,97.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,3,0,0,0,11,0,4036,107.0
4037,7,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials,Shampoo}",0,1.5,Real Bed,2.0,5.0,2,flexible,1,t,f,2.0,f,22.58118864,114.1687672,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,4,0,0,0,0,9,0,4037,99.0
4038,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",30,1.0,Real Bed,1.0,1.0,2,strict,1,t,f,2.0,f,22.57129661,114.1607387,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,1,4038,185.0
4039,14,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",19,3.0,Real Bed,5.0,10.0,2,strict,0,t,f,2.0,f,22.57434052,114.1955802,28,25,House,10.0,10.0,10.0,96.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,4,3,0,0,0,9,0,4039,690.0
4040,4,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",2,1.0,Real Bed,1.0,2.0,1,flexible,1,t,f,1.0,f,22.5706436,114.1766693,5,5,Apartment,10.0,9.0,9.0,100.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,4040,2000.0
4041,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.0,Real Bed,1.0,2.0,1,flexible,1,t,f,1.0,f,22.59523372,114.1996473,1125,2,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,4041,375.0
4042,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",13,1.0,Real Bed,1.0,1.0,2,moderate,1,t,f,2.0,f,22.58839389,114.1876454,90,2,House,10.0,10.0,10.0,100.0,10.0,Private room,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,4,1,0,0,0,9,1,4042,60.0
4043,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",30,2.0,Real Bed,2.0,2.0,1,strict,1,t,f,1.0,f,22.58785809,114.1810427,4,1,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,4,3,0,0,0,9,0,4043,575.0
4044,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Essentials,Shampoo}",0,1.0,Real Bed,2.0,3.0,1,flexible,1,t,f,1.0,t,22.59887126,114.1944501,1125,1,Apartment,10.0,10.0,10.0,100.0,8.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,1,0,0,4044,299.0
4045,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",16,1.5,Real Bed,1.0,1.0,3,moderate,1,t,t,3.0,f,22.5858032,114.1719934,30,42,Townhouse,10.0,10.0,10.0,100.0,10.0,Private room,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,1,0,2,0,15,1,4045,60.0
4046,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",27,1.0,Real Bed,1.0,1.0,1,strict,1,t,f,1.0,f,22.592677,114.1704256,1125,5,Apartment,10.0,10.0,9.0,96.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,4,3,0,0,0,0,0,4046,199.0
4047,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",27,1.0,Real Bed,2.0,2.0,1,flexible,4,t,f,1.0,f,22.59001426,114.1691405,1125,5,House,10.0,10.0,10.0,100.0,8.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,0,4047,159.0
4048,8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",18,3.0,Real Bed,4.0,5.0,9,strict,8,t,t,12.0,f,22.5723055,114.1981216,14,89,House,10.0,10.0,9.0,98.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,4,3,0,2,0,9,0,4048,225.0
4049,4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",0,1.0,Real Bed,2.0,2.0,4,strict,4,t,t,4.0,f,22.59321869,114.1652911,180,6,House,10.0,10.0,10.0,96.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,4,3,0,2,0,9,0,4049,199.0
4050,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,2.5,Real Bed,1.0,2.0,2,flexible,2,t,f,2.0,f,22.56610957,114.1773412,1125,2,House,10.0,10.0,10.0,90.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,1,4050,115.0
4051,5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher""}",30,1.0,Real Bed,2.0,2.0,1,flexible,5,t,f,1.0,f,22.59410382,114.1723962,4,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,4051,250.0
4052,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.59793827,114.1912458,1125,1,House,10.0,10.0,6.0,80.0,6.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0,0,9,0,4052,135.0
4053,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.58372671,114.1659706,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0,0,9,1,4053,225.0
4054,5,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.0,Real Bed,2.0,2.0,6,strict,3,t,t,6.0,f,22.56814941,114.1980903,1125,2,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,4,3,0,2,0,9,0,4054,111.0
4055,6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Suitable for Events"",Washer,Essentials,Shampoo}",6,1.0,Real Bed,2.0,3.0,1,flexible,1,t,f,1.0,f,22.60033645,114.162051,1125,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,4055,200.0
4056,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",30,3.0,Real Bed,3.0,3.0,1,moderate,8,t,f,1.0,f,22.6011928,114.1786568,1125,3,House,10.0,10.0,10.0,100.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,1,0,0,0,9,0,4056,729.0
4057,2,"{TV,""Cable TV"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",15,1.0,Real Bed,1.0,1.0,4,strict,1,t,t,4.0,f,22.56804382,114.184327,365,115,House,10.0,10.0,9.0,97.0,10.0,Entire home/apt,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,4,3,0,2,0,9,0,4057,60.0
4058,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.57572522,114.1581993,1125,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,4058,250.0
4059,2,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",12,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,t,22.57724676,114.1790766,4,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,4,0,0,0,1,0,0,4059,75.0
4060,4,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",7,1.0,Real Bed,1.0,2.0,1,flexible,1,t,f,1.0,f,22.5708921,114.1761959,1125,16,Apartment,9.0,10.0,9.0,93.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,4060,120.0
4061,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",10,1.0,Real Bed,1.0,1.0,1,flexible,2,t,f,1.0,f,22.59025124,114.1987986,1125,63,Apartment,10.0,10.0,10.0,95.0,10.0,Private room,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,0,1,4061,80.0
4062,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",18,2.0,Real Bed,3.0,4.0,7,strict,1,t,f,339.0,f,22.58570881,114.1587882,165,1,House,8.0,6.0,10.0,100.0,8.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,4062,299.0
4063,8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,3.5,Real Bed,4.0,5.0,1,flexible,1,t,f,1.0,f,22.59083982,114.2000488,1125,2,House,10.0,10.0,10.0,90.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,0,4063,1750.0
4064,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",13,3.0,Real Bed,3.0,4.0,1,moderate,1,t,f,1.0,f,22.58275876,114.1793677,1125,10,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,1,0,0,0,9,0,4064,495.0
4065,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",16,1.0,Real Bed,1.0,1.0,5,strict,2,t,t,9.0,f,22.59663172,114.197894,1125,9,Apartment,10.0,10.0,10.0,96.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,2,0,0,0,4065,130.0
4066,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer}",30,0.0,Real Bed,1.0,1.0,1,strict,1,t,f,1.0,f,22.58130184,114.1705253,14,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,4,3,0,0,0,9,1,4066,300.0
